sequenceID,min.log.lambda,max.log.lambda,labels,errors
1.1.F1,-inf,-10.361632918473205,2,2
1.1.F1,-10.361632918473205,-9.210340371976182,2,2
1.1.F1,-9.210340371976182,-8.05904782547916,2,2
1.1.F1,-8.05904782547916,-6.907755278982137,2,2
1.1.F1,-6.907755278982137,-5.756462732485114,2,2
1.1.F1,-5.756462732485114,-4.605170185988091,2,2
1.1.F1,-4.605170185988091,-3.4538776394910684,2,2
1.1.F1,-3.4538776394910684,-2.3025850929940455,2,2
1.1.F1,-2.3025850929940455,-1.1512925464970227,2,1
1.1.F1,-1.1512925464970227,0.0,2,1
1.1.F1,0.0,1.151292546497023,2,1
1.1.F1,1.151292546497023,2.302585092994046,2,1
1.1.F1,2.302585092994046,3.4538776394910684,2,1
1.1.F1,3.4538776394910684,4.605170185988092,2,1
1.1.F1,4.605170185988092,5.756462732485114,2,1
1.1.F1,5.756462732485114,6.907755278982137,2,1
1.1.F1,6.907755278982137,8.05904782547916,2,1
1.1.F1,8.05904782547916,9.210340371976184,2,1
1.1.F1,9.210340371976184,10.361632918473205,2,1
1.1.F1,10.361632918473205,inf,2,1
1.11.F1,-inf,-10.361632918473205,1,1
1.11.F1,-10.361632918473205,-9.210340371976182,1,1
1.11.F1,-9.210340371976182,-8.05904782547916,1,1
1.11.F1,-8.05904782547916,-6.907755278982137,1,1
1.11.F1,-6.907755278982137,-5.756462732485114,1,1
1.11.F1,-5.756462732485114,-4.605170185988091,1,1
1.11.F1,-4.605170185988091,-3.4538776394910684,1,1
1.11.F1,-3.4538776394910684,-2.3025850929940455,1,1
1.11.F1,-2.3025850929940455,-1.1512925464970227,1,0
1.11.F1,-1.1512925464970227,0.0,1,0
1.11.F1,0.0,1.151292546497023,1,0
1.11.F1,1.151292546497023,2.302585092994046,1,0
1.11.F1,2.302585092994046,3.4538776394910684,1,0
1.11.F1,3.4538776394910684,4.605170185988092,1,0
1.11.F1,4.605170185988092,5.756462732485114,1,0
1.11.F1,5.756462732485114,6.907755278982137,1,0
1.11.F1,6.907755278982137,8.05904782547916,1,0
1.11.F1,8.05904782547916,9.210340371976184,1,0
1.11.F1,9.210340371976184,10.361632918473205,1,0
1.11.F1,10.361632918473205,inf,1,0
1.15.F1,-inf,-10.361632918473205,1,1
1.15.F1,-10.361632918473205,-9.210340371976182,1,1
1.15.F1,-9.210340371976182,-8.05904782547916,1,1
1.15.F1,-8.05904782547916,-6.907755278982137,1,1
1.15.F1,-6.907755278982137,-5.756462732485114,1,1
1.15.F1,-5.756462732485114,-4.605170185988091,1,1
1.15.F1,-4.605170185988091,-3.4538776394910684,1,1
1.15.F1,-3.4538776394910684,-2.3025850929940455,1,1
1.15.F1,-2.3025850929940455,-1.1512925464970227,1,0
1.15.F1,-1.1512925464970227,0.0,1,0
1.15.F1,0.0,1.151292546497023,1,0
1.15.F1,1.151292546497023,2.302585092994046,1,1
1.15.F1,2.302585092994046,3.4538776394910684,1,1
1.15.F1,3.4538776394910684,4.605170185988092,1,1
1.15.F1,4.605170185988092,5.756462732485114,1,1
1.15.F1,5.756462732485114,6.907755278982137,1,1
1.15.F1,6.907755278982137,8.05904782547916,1,1
1.15.F1,8.05904782547916,9.210340371976184,1,1
1.15.F1,9.210340371976184,10.361632918473205,1,1
1.15.F1,10.361632918473205,inf,1,1
1.6.F1,-inf,-10.361632918473205,1,1
1.6.F1,-10.361632918473205,-9.210340371976182,1,1
1.6.F1,-9.210340371976182,-8.05904782547916,1,1
1.6.F1,-8.05904782547916,-6.907755278982137,1,1
1.6.F1,-6.907755278982137,-5.756462732485114,1,1
1.6.F1,-5.756462732485114,-4.605170185988091,1,1
1.6.F1,-4.605170185988091,-3.4538776394910684,1,1
1.6.F1,-3.4538776394910684,-2.3025850929940455,1,1
1.6.F1,-2.3025850929940455,-1.1512925464970227,1,1
1.6.F1,-1.1512925464970227,0.0,1,0
1.6.F1,0.0,1.151292546497023,1,0
1.6.F1,1.151292546497023,2.302585092994046,1,0
1.6.F1,2.302585092994046,3.4538776394910684,1,1
1.6.F1,3.4538776394910684,4.605170185988092,1,1
1.6.F1,4.605170185988092,5.756462732485114,1,1
1.6.F1,5.756462732485114,6.907755278982137,1,1
1.6.F1,6.907755278982137,8.05904782547916,1,1
1.6.F1,8.05904782547916,9.210340371976184,1,1
1.6.F1,9.210340371976184,10.361632918473205,1,1
1.6.F1,10.361632918473205,inf,1,1
1.9.F1,-inf,-10.361632918473205,1,1
1.9.F1,-10.361632918473205,-9.210340371976182,1,1
1.9.F1,-9.210340371976182,-8.05904782547916,1,1
1.9.F1,-8.05904782547916,-6.907755278982137,1,1
1.9.F1,-6.907755278982137,-5.756462732485114,1,1
1.9.F1,-5.756462732485114,-4.605170185988091,1,1
1.9.F1,-4.605170185988091,-3.4538776394910684,1,1
1.9.F1,-3.4538776394910684,-2.3025850929940455,1,1
1.9.F1,-2.3025850929940455,-1.1512925464970227,1,1
1.9.F1,-1.1512925464970227,0.0,1,0
1.9.F1,0.0,1.151292546497023,1,0
1.9.F1,1.151292546497023,2.302585092994046,1,0
1.9.F1,2.302585092994046,3.4538776394910684,1,1
1.9.F1,3.4538776394910684,4.605170185988092,1,1
1.9.F1,4.605170185988092,5.756462732485114,1,1
1.9.F1,5.756462732485114,6.907755278982137,1,1
1.9.F1,6.907755278982137,8.05904782547916,1,1
1.9.F1,8.05904782547916,9.210340371976184,1,1
1.9.F1,9.210340371976184,10.361632918473205,1,1
1.9.F1,10.361632918473205,inf,1,1
106.11.F1,-inf,-10.361632918473205,2,2
106.11.F1,-10.361632918473205,-9.210340371976182,2,2
106.11.F1,-9.210340371976182,-8.05904782547916,2,2
106.11.F1,-8.05904782547916,-6.907755278982137,2,2
106.11.F1,-6.907755278982137,-5.756462732485114,2,2
106.11.F1,-5.756462732485114,-4.605170185988091,2,2
106.11.F1,-4.605170185988091,-3.4538776394910684,2,2
106.11.F1,-3.4538776394910684,-2.3025850929940455,2,2
106.11.F1,-2.3025850929940455,-1.1512925464970227,2,2
106.11.F1,-1.1512925464970227,0.0,2,1
106.11.F1,0.0,1.151292546497023,2,0
106.11.F1,1.151292546497023,2.302585092994046,2,0
106.11.F1,2.302585092994046,3.4538776394910684,2,0
106.11.F1,3.4538776394910684,4.605170185988092,2,0
106.11.F1,4.605170185988092,5.756462732485114,2,0
106.11.F1,5.756462732485114,6.907755278982137,2,0
106.11.F1,6.907755278982137,8.05904782547916,2,0
106.11.F1,8.05904782547916,9.210340371976184,2,0
106.11.F1,9.210340371976184,10.361632918473205,2,0
106.11.F1,10.361632918473205,inf,2,0
106.17.F1,-inf,-10.361632918473205,2,2
106.17.F1,-10.361632918473205,-9.210340371976182,2,2
106.17.F1,-9.210340371976182,-8.05904782547916,2,2
106.17.F1,-8.05904782547916,-6.907755278982137,2,2
106.17.F1,-6.907755278982137,-5.756462732485114,2,2
106.17.F1,-5.756462732485114,-4.605170185988091,2,2
106.17.F1,-4.605170185988091,-3.4538776394910684,2,2
106.17.F1,-3.4538776394910684,-2.3025850929940455,2,1
106.17.F1,-2.3025850929940455,-1.1512925464970227,2,1
106.17.F1,-1.1512925464970227,0.0,2,0
106.17.F1,0.0,1.151292546497023,2,0
106.17.F1,1.151292546497023,2.302585092994046,2,0
106.17.F1,2.302585092994046,3.4538776394910684,2,0
106.17.F1,3.4538776394910684,4.605170185988092,2,0
106.17.F1,4.605170185988092,5.756462732485114,2,0
106.17.F1,5.756462732485114,6.907755278982137,2,0
106.17.F1,6.907755278982137,8.05904782547916,2,0
106.17.F1,8.05904782547916,9.210340371976184,2,0
106.17.F1,9.210340371976184,10.361632918473205,2,0
106.17.F1,10.361632918473205,inf,2,0
106.5.F1,-inf,-10.361632918473205,2,2
